produto_id,pedido_id,quantidade,valor_unitario,valor_total,estado,frete,id_nf
57696,81773,5,410.0,2050.0,BR-ES,410.0,12575
68110,83367,6,790.0,4740.0,BR-GO,948.0,12576
39368,84458,4,279.0,1116.0,BR-AM,2232.0,12577
11218,84829,5,250.0,1250.0,BR-BR-RR,250.0,12578
7940,85343,1,1200.0,1200.0,BR-BA,240.0,12579
41189,85364,4,160.0,640.0,BR-MT,128.0,12580
57708,85402,1,990.0,990.0,BR-MS,198.0,12581
50330,85603,2,210.0,420.0,BR-MG,84.0,12582
15470,86706,2,590.0,1180.0,BR-RS,236.0,12583
4853,86825,2,100.0,200.0,BR-RJ,40.0,12584
13705,91155,3,180.0,540.0,BR-MG,108.0,12585
67445,91288,4,320.0,1280.0,BR-BA,256.0,12586
85154,91421,3,420.0,1260.0,BR-MT,252.0,12587
53941,92201,5,280.0,1400.0,BR-AC,280.0,12588
83795,92906,5,310.0,1550.0,BR-BR-RR,310.0,12589
100961,94207,6,480.0,2880.0,BR-TO,576.0,12590
22568,94512,3,245.0,735.0,BR-ES,147.0,12591
82990,94518,3,450.0,1350.0,BR-PI,270.0,12592
86845,96096,1,110.0,110.0,BR-PI,22.0,12593
13705,97086,2,180.0,360.0,BR-AP,72.0,12594
100460,97091,4,890.0,3560.0,BR-MT,712.0,12595
100939,97523,3,310.0,930.0,BR-AM,186.0,12596
70813,97672,2,120.0,240.0,BR-AP,48.0,12597
87711,97678,4,140.0,560.0,BR-AP,112.0,12598
83792,100717,1,390.0,390.0,BR-PI,78.0,12599
62594,100946,4,300.0,1200.0,BR-RS,240.0,12600
86243,101581,4,350.0,1400.0,BR-AC,280.0,12601
3820,101951,5,139.0,695.0,BR-RJ,139.0,12602
80644,102201,2,990.0,1980.0,BR-PR,396.0,12603
70813,102358,4,120.0,480.0,BR-MG,96.0,12604
29650,102887,4,120.0,480.0,BR-PI,96.0,12605
13716,105406,3,450.0,1350.0,BR-AM,270.0,12606
33348,106087,2,160.0,320.0,BR-SE,64.0,12607
71946,106924,4,290.0,1160.0,BR-MG,232.0,12608
39814,107275,5,390.0,1950.0,BR-AM,390.0,12609
40082,107320,2,315.0,630.0,BR-PE,126.0,12610
100961,109375,4,480.0,1920.0,BR-MG,384.0,12611
100939,109391,3,310.0,930.0,BR-SE,186.0,12612
12609,110243,1,320.0,320.0,BR-AP,64.0,12613
84692,110570,3,499.0,1497.0,BR-MA,2994.0,12614
59337,110909,3,390.0,1170.0,BR-RS,234.0,12615
29650,110997,1,120.0,120.0,BR-AC,24.0,12616
3451,111562,5,250.0,1250.0,BR-PA,250.0,12617
84692,111595,6,499.0,2994.0,BR-PR,5988.0,12618
17990,112187,5,3800.0,19000.0,BR-MS,3800.0,12619
27336,112738,1,250.0,250.0,BR-AL,50.0,12620
9809,112832,4,260.0,1040.0,BR-MS,208.0,12621
22407,113097,5,200.0,1000.0,BR-MG,200.0,12622
80644,113425,6,990.0,5940.0,BR-PB,1188.0,12623
64127,114417,5,590.0,2950.0,BR-TO,590.0,12624
17395,114744,2,1400.0,2800.0,BR-RO,560.0,12625
57815,114915,3,100.0,300.0,BR-PB,60.0,12626
50478,115659,2,315.0,630.0,BR-MA,126.0,12627
30263,116451,3,135.0,405.0,BR-RS,81.0,12628
86302,117696,5,139.0,695.0,BR-AM,139.0,12629
9981,118296,3,4000.0,12000.0,BR-PB,2400.0,12630
28699,118902,1,420.0,420.0,BR-SP,84.0,12631
93262,122421,5,450.0,2250.0,BR-MA,450.0,12632
4853,123863,4,100.0,400.0,BR-AL,80.0,12633
85154,124420,3,420.0,1260.0,BR-RN,252.0,12634
60010,126035,5,90.0,450.0,BR-PR,90.0,12635
59784,126466,6,390.0,2340.0,BR-PA,468.0,12636
7940,126775,6,1200.0,7200.0,BR-RJ,1440.0,12637
98964,129733,1,280.0,280.0,BR-RN,56.0,12638
58245,131382,4,120.0,480.0,BR-AL,96.0,12639
45878,131733,3,210.0,630.0,BR-MA,126.0,12640
53941,132123,4,280.0,1120.0,BR-MS,224.0,12641
53458,133516,4,450.0,1800.0,BR-AL,360.0,12642
18212,136581,1,120.0,120.0,BR-MS,24.0,12643
68110,137254,5,790.0,3950.0,BR-RO,790.0,12644
89334,137695,3,350.0,1050.0,BR-MT,210.0,12645
93262,139676,6,450.0,2700.0,BR-DF,540.0,12646
48872,139980,1,120.0,120.0,BR-ES,24.0,12647
48483,1322,1,400.0,400.0,BR-CE,80.0,12648
71770,1554,6,530.0,3180.0,BR-MA,636.0,12649
58245,2343,3,120.0,360.0,BR-BA,72.0,12650
41518,2430,1,260.0,260.0,BR-GO,52.0,12651
13705,2538,4,180.0,720.0,BR-PB,144.0,12652
81822,3458,3,390.0,1170.0,BR-MG,234.0,12653
45979,6804,1,280.0,280.0,BR-RS,56.0,12654
51238,7809,4,410.0,1640.0,BR-PR,328.0,12655
22568,7845,2,245.0,490.0,BR-PR,98.0,12656
71190,8009,6,360.0,2160.0,BR-PR,432.0,12657
71946,8460,6,290.0,1740.0,BR-PR,348.0,12658
32986,8497,1,315.0,315.0,BR-DF,63.0,12659
12895,9588,2,2600.0,5200.0,BR-MS,1040.0,12660
13906,10230,6,340.0,2040.0,BR-PI,408.0,12661
39368,10420,3,279.0,837.0,BR-GO,1674.0,12662
85154,10503,2,420.0,840.0,BR-PR,168.0,12663
72621,10570,3,179.0,537.0,BR-PA,1074.0,12664
35129,11138,3,320.0,960.0,BR-MA,192.0,12665
55452,11256,4,350.0,1400.0,BR-GO,280.0,12666
25562,11314,5,320.0,1600.0,BR-BR-RR,320.0,12667
100939,13756,6,310.0,1860.0,BR-AL,372.0,12668
45878,14216,2,210.0,420.0,BR-PE,84.0,12669
33976,14827,6,120.0,720.0,BR-BR-RR,144.0,12670
73692,15861,3,90.0,270.0,BR-RJ,54.0,12671
36306,16791,4,390.0,1560.0,BR-ES,312.0,12672
83009,18084,3,280.0,840.0,BR-DF,168.0,12673
56380,18184,1,179.0,179.0,BR-MT,358.0,12674
37384,18744,6,700.0,4200.0,BR-PI,840.0,12675
43888,19369,6,190.0,1140.0,BR-MS,228.0,12676
14836,20476,5,1100.0,5500.0,BR-AL,1100.0,12677
71946,20509,5,290.0,1450.0,BR-RS,290.0,12678
55452,21867,3,350.0,1050.0,BR-TO,210.0,12679
56350,23026,5,245.0,1225.0,BR-SP,245.0,12680
8456,23578,2,360.0,720.0,BR-SP,144.0,12681
3865,23859,6,6500.0,39000.0,BR-MA,7800.0,12682
5292,24402,6,576.0,3456.0,BR-ES,6912.0,12683
6699,24473,2,320.0,640.0,BR-RJ,128.0,12684
93262,24546,2,450.0,900.0,BR-MT,180.0,12685
50478,24717,1,315.0,315.0,BR-SP,63.0,12686
70673,25311,6,210.0,1260.0,BR-MA,252.0,12687
5412,25350,6,788.0,4728.0,BR-ES,9456.0,12688
3829,27249,1,2630.0,2630.0,BR-AM,526.0,12689
18212,27280,2,120.0,240.0,BR-BA,48.0,12690
18128,27281,2,795.0,1590.0,BR-GO,318.0,12691
33976,27541,4,120.0,480.0,BR-ES,96.0,12692
11736,28119,4,740.0,2960.0,BR-ES,592.0,12693
97039,28185,2,320.0,640.0,BR-MG,128.0,12694
95805,29160,6,100.0,600.0,BR-AL,120.0,12695
37794,29260,1,105.0,105.0,BR-AC,21.0,12696
36306,29698,6,390.0,2340.0,BR-MT,468.0,12697
43888,30007,5,190.0,950.0,BR-RO,190.0,12698
27546,32189,3,336.0,1008.0,BR-AM,2016.0,12699
56571,32392,1,420.0,420.0,BR-SE,84.0,12700
6888,32550,4,350.0,1400.0,BR-MS,280.0,12701
3451,32936,6,250.0,1500.0,BR-RO,300.0,12702
93262,33161,6,450.0,2700.0,BR-RS,540.0,12703
33976,33345,3,120.0,360.0,BR-PA,72.0,12704
71946,34365,3,290.0,870.0,BR-BA,174.0,12705
91248,34988,6,45.0,270.0,BR-ES,54.0,12706
100939,35059,5,310.0,1550.0,BR-RJ,310.0,12707
25562,37956,3,320.0,960.0,BR-DF,192.0,12708
45979,39474,6,280.0,1680.0,BR-SC,336.0,12709
57708,39480,2,990.0,1980.0,BR-PI,396.0,12710
8691,39848,5,180.0,900.0,BR-RO,180.0,12711
7871,41375,3,420.0,1260.0,BR-CE,252.0,12712
61071,42497,6,450.0,2700.0,BR-AC,540.0,12713
7871,43098,5,420.0,2100.0,BR-PE,420.0,12714
45979,43471,6,280.0,1680.0,BR-PR,336.0,12715
14074,44133,1,450.0,450.0,BR-ES,90.0,12716
18128,44342,3,795.0,2385.0,BR-RJ,477.0,12717
50478,44768,3,315.0,945.0,BR-AL,189.0,12718
49026,44805,1,240.0,240.0,BR-AP,48.0,12719
45695,44871,5,240.0,1200.0,BR-AC,240.0,12720
43054,44969,3,320.0,960.0,BR-MS,192.0,12721
14836,45051,6,1100.0,6600.0,BR-SE,1320.0,12722
88368,45164,2,250.0,500.0,BR-AP,100.0,12723
53941,45721,5,280.0,1400.0,BR-SE,280.0,12724
25562,48255,1,320.0,320.0,BR-MG,64.0,12725
14836,48285,5,1100.0,5500.0,BR-AC,1100.0,12726
57696,48535,3,410.0,1230.0,BR-GO,246.0,12727
35682,48630,2,250.0,500.0,BR-AM,100.0,12728
45878,48718,1,210.0,210.0,BR-SP,42.0,12729
43054,48746,6,320.0,1920.0,BR-AP,384.0,12730
29301,52236,2,180.0,360.0,BR-ES,72.0,12731
50771,52286,4,340.0,1360.0,BR-RN,272.0,12732
95805,54206,1,100.0,100.0,BR-AP,20.0,12733
100932,56072,6,3900.0,23400.0,BR-MT,4680.0,12734
27659,56965,6,140.0,840.0,BR-BA,168.0,12735
41189,57328,4,160.0,640.0,BR-DF,128.0,12736
29510,57539,5,360.0,1800.0,BR-SP,360.0,12737
56350,57576,4,245.0,980.0,BR-GO,196.0,12738
3820,57887,2,139.0,278.0,BR-RO,556.0,12739
15875,58865,1,490.0,490.0,BR-ES,98.0,12740
14074,59652,5,450.0,2250.0,BR-BA,450.0,12741
7940,61372,5,1200.0,6000.0,BR-PA,1200.0,12742
43888,61391,2,190.0,380.0,BR-RS,76.0,12743
24159,61416,1,270.0,270.0,BR-MA,54.0,12744
31835,62207,5,399.0,1995.0,BR-ES,399.0,12745
44207,62584,2,290.0,580.0,BR-MT,116.0,12746
86845,62946,2,110.0,220.0,BR-AL,44.0,12747
79551,66180,5,290.0,1450.0,BR-AP,290.0,12748
83792,66444,5,390.0,1950.0,BR-PE,390.0,12749
86302,67800,2,139.0,278.0,BR-MG,556.0,12750
4553,67808,5,110.0,550.0,BR-PI,110.0,12751
45695,68265,3,240.0,720.0,BR-SE,144.0,12752
81822,68281,2,390.0,780.0,BR-PA,156.0,12753
83795,68316,4,310.0,1240.0,BR-PR,248.0,12754
12751,68515,2,400.0,800.0,BR-RJ,160.0,12755
16634,68571,6,480.0,2880.0,BR-PR,576.0,12756
21244,68870,1,1120.0,1120.0,BR-RN,224.0,12757
67445,69648,2,320.0,640.0,BR-SC,128.0,12758
61071,70089,3,450.0,1350.0,BR-AC,270.0,12759
8456,70194,5,360.0,1800.0,BR-PR,360.0,12760
17258,71299,4,420.0,1680.0,BR-RS,336.0,12761
59337,72170,4,390.0,1560.0,BR-PB,312.0,12762
72621,72520,4,179.0,716.0,BR-RJ,1432.0,12763
43888,72542,4,190.0,760.0,BR-AP,152.0,12764
79551,73068,1,290.0,290.0,BR-BR-RR,58.0,12765
72667,74040,4,139.0,556.0,BR-RJ,1112.0,12766
2706,74993,4,590.0,2360.0,BR-RS,472.0,12767
37384,75699,2,700.0,1400.0,BR-MA,280.0,12768
59337,76494,3,390.0,1170.0,BR-CE,234.0,12769
53138,77953,3,690.0,2070.0,BR-RS,414.0,12770
6888,79415,6,350.0,2100.0,BR-GO,420.0,12771
22407,81650,3,200.0,600.0,BR-MG,120.0,12772
49026,82394,1,240.0,240.0,BR-TO,48.0,12773
44207,82947,4,290.0,1160.0,BR-PB,232.0,12774
83009,85433,3,280.0,840.0,BR-TO,168.0,12775
73038,87292,6,90.0,540.0,BR-SP,108.0,12776
5412,88176,5,788.0,3940.0,BR-MS,788.0,12777
27546,88865,3,336.0,1008.0,BR-MS,2016.0,12778
56380,90204,3,179.0,537.0,BR-AL,1074.0,12779
53458,92311,1,450.0,450.0,BR-CE,90.0,12780
56571,94358,3,420.0,1260.0,BR-PE,252.0,12781
31651,94395,3,180.0,540.0,BR-BR-RR,108.0,12782
7193,94655,3,320.0,960.0,BR-AP,192.0,12783
15875,95295,1,490.0,490.0,BR-PR,98.0,12784
70813,95497,6,120.0,720.0,BR-RO,144.0,12785
3829,95958,3,2630.0,7890.0,BR-SE,1578.0,12786
19432,96418,6,190.0,1140.0,BR-PE,228.0,12787
37794,96758,1,105.0,105.0,BR-BR-RR,21.0,12788
66135,97129,4,490.0,1960.0,BR-TO,392.0,12789
86845,97518,2,110.0,220.0,BR-PE,44.0,12790
2706,98810,4,590.0,2360.0,BR-CE,472.0,12791
50478,100292,1,315.0,315.0,BR-RS,63.0,12792
27336,101085,6,250.0,1500.0,BR-MG,300.0,12793
12609,101368,2,320.0,640.0,BR-RS,128.0,12794
35682,102074,3,250.0,750.0,BR-MT,150.0,12795
84176,102848,6,310.0,1860.0,BR-CE,372.0,12796
15875,102897,4,490.0,1960.0,BR-SC,392.0,12797
29650,102971,5,120.0,600.0,BR-AP,120.0,12798
45979,104874,2,280.0,560.0,BR-AL,112.0,12799
51238,105208,1,410.0,410.0,BR-SP,82.0,12800
51314,106270,6,410.0,2460.0,BR-SC,492.0,12801
83866,106396,2,990.0,1980.0,BR-AM,396.0,12802
43699,107264,6,169.0,1014.0,BR-MG,2028.0,12803
3829,107648,3,2630.0,7890.0,BR-PA,1578.0,12804
20029,109951,3,294.0,882.0,BR-BA,1764.0,12805
100484,110468,6,320.0,1920.0,BR-RN,384.0,12806
33348,110490,3,160.0,480.0,BR-RO,96.0,12807
39368,112947,5,279.0,1395.0,BR-RN,279.0,12808
72667,113336,4,139.0,556.0,BR-PB,1112.0,12809
100961,114020,2,480.0,960.0,BR-RS,192.0,12810
43699,114492,1,169.0,169.0,BR-ES,338.0,12811
5292,115162,1,576.0,576.0,BR-AC,1152.0,12812
50771,118782,4,340.0,1360.0,BR-MT,272.0,12813
47682,119096,2,430.0,860.0,BR-TO,172.0,12814
7193,119143,1,320.0,320.0,BR-RO,64.0,12815
43888,120368,1,190.0,190.0,BR-GO,38.0,12816
16634,120466,3,480.0,1440.0,BR-AL,288.0,12817
9809,120850,5,260.0,1300.0,BR-GO,260.0,12818
86544,121809,6,50.0,300.0,BR-AP,60.0,12819
61071,123537,5,450.0,2250.0,BR-RJ,450.0,12820
53138,124522,2,690.0,1380.0,BR-RJ,276.0,12821
21244,124546,1,1120.0,1120.0,BR-DF,224.0,12822
21244,125161,6,1120.0,6720.0,BR-BA,1344.0,12823
14836,125833,5,1100.0,5500.0,BR-BR-RR,1100.0,12824
11218,126083,4,250.0,1000.0,BR-PR,200.0,12825
18751,127610,6,990.0,5940.0,BR-AC,1188.0,12826
20029,129361,6,294.0,1764.0,BR-GO,3528.0,12827
64127,130366,5,590.0,2950.0,BR-ES,590.0,12828
29510,130636,5,360.0,1800.0,BR-CE,360.0,12829
85154,130834,5,420.0,2100.0,BR-SP,420.0,12830
2706,130839,3,590.0,1770.0,BR-PR,354.0,12831
100484,131536,1,320.0,320.0,BR-SP,64.0,12832
100481,131540,3,410.0,1230.0,BR-CE,246.0,12833
87711,131707,3,140.0,420.0,BR-PR,84.0,12834
43888,132872,5,190.0,950.0,BR-PI,190.0,12835
100961,133722,5,480.0,2400.0,BR-AP,480.0,12836
54794,134112,2,350.0,700.0,BR-AC,140.0,12837
13716,134356,2,450.0,900.0,BR-RJ,180.0,12838
36195,136497,6,110.0,660.0,BR-PB,132.0,12839
46573,136595,1,350.0,350.0,BR-BA,70.0,12840
18790,139396,5,890.0,4450.0,BR-AL,890.0,12841
88368,114,1,250.0,250.0,BR-ES,50.0,12842
21244,982,1,1120.0,1120.0,BR-CE,224.0,12843
10086,1266,3,750.0,2250.0,BR-MS,450.0,12844
35682,1434,2,250.0,500.0,BR-GO,100.0,12845
32126,1463,4,210.0,840.0,BR-PA,168.0,12846
84176,1514,4,310.0,1240.0,BR-GO,248.0,12847
11218,2010,4,250.0,1000.0,BR-PB,200.0,12848
86302,2011,3,139.0,417.0,BR-RO,834.0,12849
8673,2635,1,490.0,490.0,BR-BA,98.0,12850
17990,2912,2,3800.0,7600.0,BR-PR,1520.0,12851
43699,3928,5,169.0,845.0,BR-RJ,169.0,12852
84176,5765,4,310.0,1240.0,BR-ES,248.0,12853
72621,6269,4,179.0,716.0,BR-AM,1432.0,12854
55452,6376,1,350.0,350.0,BR-RJ,70.0,12855
6699,6599,5,320.0,1600.0,BR-ES,320.0,12856
6699,6753,5,320.0,1600.0,BR-BR-RR,320.0,12857
66255,8182,4,390.0,1560.0,BR-BA,312.0,12858
13716,8191,3,450.0,1350.0,BR-BR-RR,270.0,12859
100983,10300,5,350.0,1750.0,BR-SE,350.0,12860
11736,11113,1,740.0,740.0,BR-PI,148.0,12861
86302,12367,3,139.0,417.0,BR-TO,834.0,12862
41262,13456,5,390.0,1950.0,BR-PR,390.0,12863
36306,13880,4,390.0,1560.0,BR-SP,312.0,12864
57696,14049,2,410.0,820.0,BR-RJ,164.0,12865
62594,14626,4,300.0,1200.0,BR-DF,240.0,12866
59784,14628,6,390.0,2340.0,BR-PE,468.0,12867
6742,15453,2,850.0,1700.0,BR-AC,340.0,12868
82990,16610,4,450.0,1800.0,BR-SE,360.0,12869
72621,17187,3,179.0,537.0,BR-MS,1074.0,12870
18790,17901,1,890.0,890.0,BR-RN,178.0,12871
83792,19753,4,390.0,1560.0,BR-RJ,312.0,12872
61356,20300,2,390.0,780.0,BR-AM,156.0,12873
23575,20806,3,210.0,630.0,BR-GO,126.0,12874
27659,21723,1,140.0,140.0,BR-AM,28.0,12875
53458,22284,5,450.0,2250.0,BR-BR-RR,450.0,12876
27336,23224,4,250.0,1000.0,BR-RJ,200.0,12877
98964,23615,3,280.0,840.0,BR-AL,168.0,12878
30211,23685,1,380.0,380.0,BR-DF,76.0,12879
53731,23748,4,430.0,1720.0,BR-ES,344.0,12880
5567,24158,2,210.0,420.0,BR-AM,84.0,12881
16634,25006,5,480.0,2400.0,BR-AM,480.0,12882
100484,25114,5,320.0,1600.0,BR-PR,320.0,12883
27546,25135,5,336.0,1680.0,BR-RS,336.0,12884
45878,25243,3,210.0,630.0,BR-BR-RR,126.0,12885
59337,28878,1,390.0,390.0,BR-RO,78.0,12886
13716,30698,3,450.0,1350.0,BR-GO,270.0,12887
66135,31065,6,490.0,2940.0,BR-MA,588.0,12888
8673,31089,2,490.0,980.0,BR-PA,196.0,12889
3451,31124,3,250.0,750.0,BR-SE,150.0,12890
79551,31179,5,290.0,1450.0,BR-PA,290.0,12891
71770,32995,1,530.0,530.0,BR-RO,106.0,12892
35129,33067,3,320.0,960.0,BR-MG,192.0,12893
4853,34471,6,100.0,600.0,BR-BR-RR,120.0,12894
15470,35760,2,590.0,1180.0,BR-BA,236.0,12895
15875,35815,5,490.0,2450.0,BR-PI,490.0,12896
35129,36059,6,320.0,1920.0,BR-ES,384.0,12897
71190,38073,6,360.0,2160.0,BR-AM,432.0,12898
8673,40604,1,490.0,490.0,BR-RS,98.0,12899
14420,40686,1,690.0,690.0,BR-AM,138.0,12900
66135,42190,2,490.0,980.0,BR-MA,196.0,12901
3820,43367,2,139.0,278.0,BR-RO,556.0,12902
28699,47827,5,420.0,2100.0,BR-AM,420.0,12903
50478,48371,4,315.0,1260.0,BR-RS,252.0,12904
39814,49034,5,390.0,1950.0,BR-TO,390.0,12905
53941,50557,3,280.0,840.0,BR-BA,168.0,12906
70673,51072,6,210.0,1260.0,BR-BR-RR,252.0,12907
86302,52126,2,139.0,278.0,BR-MA,556.0,12908
58472,53826,6,150.0,900.0,BR-RO,180.0,12909
100460,54326,6,890.0,5340.0,BR-ES,1068.0,12910
14836,54463,5,1100.0,5500.0,BR-ES,1100.0,12911
33348,55338,6,160.0,960.0,BR-GO,192.0,12912
98964,56760,4,280.0,1120.0,BR-MT,224.0,12913
77079,57811,4,100.0,400.0,BR-PE,80.0,12914
44379,57895,1,165.0,165.0,BR-RS,33.0,12915
17258,58423,1,420.0,420.0,BR-MG,84.0,12916
6381,58449,3,586.0,1758.0,BR-MA,3516.0,12917
100932,58697,4,3900.0,15600.0,BR-CE,3120.0,12918
88368,59014,4,250.0,1000.0,BR-GO,200.0,12919
4553,60457,1,110.0,110.0,BR-AP,22.0,12920
47405,61297,4,310.0,1240.0,BR-DF,248.0,12921
56571,61771,4,420.0,1680.0,BR-MS,336.0,12922
55452,61793,4,350.0,1400.0,BR-DF,280.0,12923
61356,61995,4,390.0,1560.0,BR-SC,312.0,12924
4307,63294,4,6175.0,24700.0,BR-GO,4940.0,12925
37794,64227,2,105.0,210.0,BR-RO,42.0,12926
75557,64866,6,90.0,540.0,BR-PI,108.0,12927
67445,64977,6,320.0,1920.0,BR-SC,384.0,12928
41189,65226,6,160.0,960.0,BR-PA,192.0,12929
39814,65488,4,390.0,1560.0,BR-RJ,312.0,12930
73692,66731,2,90.0,180.0,BR-GO,36.0,12931
12751,66930,6,400.0,2400.0,BR-AP,480.0,12932
84743,68699,5,120.0,600.0,BR-AL,120.0,12933
82990,70111,1,450.0,450.0,BR-MT,90.0,12934
82257,70385,2,1600.0,3200.0,BR-AC,640.0,12935
30211,70516,2,380.0,760.0,BR-AP,152.0,12936
43699,71456,1,169.0,169.0,BR-GO,338.0,12937
75706,71932,1,100.0,100.0,BR-RN,20.0,12938
3820,72949,2,139.0,278.0,BR-PA,556.0,12939
12812,73629,1,320.0,320.0,BR-ES,64.0,12940
3865,73630,2,6500.0,13000.0,BR-AP,2600.0,12941
29012,74080,3,525.0,1575.0,BR-AM,315.0,12942
47475,75170,4,490.0,1960.0,BR-CE,392.0,12943
40082,75377,3,315.0,945.0,BR-SP,189.0,12944
6699,75623,4,320.0,1280.0,BR-AL,256.0,12945
17258,77346,6,420.0,2520.0,BR-DF,504.0,12946
70240,78887,2,290.0,580.0,BR-PE,116.0,12947
6888,78973,6,350.0,2100.0,BR-PB,420.0,12948
43054,80055,1,320.0,320.0,BR-AP,64.0,12949
6742,80066,6,850.0,5100.0,BR-RO,1020.0,12950
71190,80253,3,360.0,1080.0,BR-CE,216.0,12951
43054,80439,3,320.0,960.0,BR-BA,192.0,12952
47682,82802,1,430.0,430.0,BR-SE,86.0,12953
71770,83563,6,530.0,3180.0,BR-GO,636.0,12954
6137,83669,1,100.0,100.0,BR-RJ,20.0,12955
61071,83876,6,450.0,2700.0,BR-TO,540.0,12956
56380,84297,1,179.0,179.0,BR-RS,358.0,12957
45979,84712,5,280.0,1400.0,BR-AM,280.0,12958
84692,85751,3,499.0,1497.0,BR-AP,2994.0,12959
56350,85972,5,245.0,1225.0,BR-PE,245.0,12960
14074,86385,1,450.0,450.0,BR-SC,90.0,12961
64127,88118,5,590.0,2950.0,BR-AC,590.0,12962
3820,89555,1,139.0,139.0,BR-ES,278.0,12963
30263,89838,3,135.0,405.0,BR-SE,81.0,12964
16634,90738,5,480.0,2400.0,BR-RO,480.0,12965
53941,92650,5,280.0,1400.0,BR-DF,280.0,12966
91248,93536,4,45.0,180.0,BR-PR,36.0,12967
32890,96884,1,480.0,480.0,BR-MS,96.0,12968
22568,97200,1,245.0,245.0,BR-RN,49.0,12969
86302,97618,3,139.0,417.0,BR-MG,834.0,12970
39368,98010,4,279.0,1116.0,BR-RS,2232.0,12971
66135,98600,3,490.0,1470.0,BR-BA,294.0,12972
35682,98764,1,250.0,250.0,BR-PR,50.0,12973
83009,98971,5,280.0,1400.0,BR-AL,280.0,12974
39814,99639,1,390.0,390.0,BR-RO,78.0,12975
53138,100355,6,690.0,4140.0,BR-MG,828.0,12976
5567,101481,3,210.0,630.0,BR-PA,126.0,12977
91498,101880,6,130.0,780.0,BR-PR,156.0,12978
95805,102100,4,100.0,400.0,BR-PB,80.0,12979
66135,103055,5,490.0,2450.0,BR-RN,490.0,12980
58472,103183,3,150.0,450.0,BR-BA,90.0,12981
71770,103581,5,530.0,2650.0,BR-GO,530.0,12982
47405,103644,6,310.0,1860.0,BR-AC,372.0,12983
14420,104224,6,690.0,4140.0,BR-CE,828.0,12984
11736,104531,5,740.0,3700.0,BR-RN,740.0,12985
37384,105179,5,700.0,3500.0,BR-GO,700.0,12986
49497,105508,6,320.0,1920.0,BR-SC,384.0,12987
25562,105800,4,320.0,1280.0,BR-MA,256.0,12988
65473,105912,4,210.0,840.0,BR-BR-RR,168.0,12989
17990,106330,3,3800.0,11400.0,BR-BR-RR,2280.0,12990
30263,107991,2,135.0,270.0,BR-PI,54.0,12991
87711,108581,4,140.0,560.0,BR-MA,112.0,12992
41518,109040,2,260.0,520.0,BR-PR,104.0,12993
50771,109380,6,340.0,2040.0,BR-PR,408.0,12994
4553,109712,2,110.0,220.0,BR-MA,44.0,12995
75557,110905,4,90.0,360.0,BR-ES,72.0,12996
59337,111362,3,390.0,1170.0,BR-BA,234.0,12997
59784,112198,6,390.0,2340.0,BR-RS,468.0,12998
4553,112342,1,110.0,110.0,BR-DF,22.0,12999
39814,112817,6,390.0,2340.0,BR-MS,468.0,13000
75706,114756,3,100.0,300.0,BR-GO,60.0,13001
4853,115579,5,100.0,500.0,BR-PA,100.0,13002
64127,115973,5,590.0,2950.0,BR-AL,590.0,13003
56380,117133,6,179.0,1074.0,BR-PI,2148.0,13004
33976,117174,3,120.0,360.0,BR-PE,72.0,13005
57815,117362,2,100.0,200.0,BR-MG,40.0,13006
13906,117809,3,340.0,1020.0,BR-PI,204.0,13007
100961,118035,4,480.0,1920.0,BR-SP,384.0,13008
19432,121611,5,190.0,950.0,BR-AL,190.0,13009
72667,121646,1,139.0,139.0,BR-PI,278.0,13010
80644,122132,3,990.0,2970.0,BR-AP,594.0,13011
57696,122354,1,410.0,410.0,BR-BA,82.0,13012
50330,122490,3,210.0,630.0,BR-MS,126.0,13013
3451,122953,5,250.0,1250.0,BR-AP,250.0,13014
74506,123824,3,420.0,1260.0,BR-PR,252.0,13015
27659,124126,2,140.0,280.0,BR-PE,56.0,13016
39814,125080,3,390.0,1170.0,BR-SC,234.0,13017
77079,126103,2,100.0,200.0,BR-DF,40.0,13018
5567,126597,3,210.0,630.0,BR-PR,126.0,13019
58245,127927,1,120.0,120.0,BR-CE,24.0,13020
91248,129222,6,45.0,270.0,BR-PB,54.0,13021
45979,129302,6,280.0,1680.0,BR-AP,336.0,13022
49026,130851,2,240.0,480.0,BR-MS,96.0,13023
93262,133510,2,450.0,900.0,BR-SP,180.0,13024
56380,133942,4,179.0,716.0,BR-MG,1432.0,13025
70813,134409,2,120.0,240.0,BR-MA,48.0,13026
29012,134823,4,525.0,2100.0,BR-AC,420.0,13027
6137,135489,4,100.0,400.0,BR-SC,80.0,13028
13814,135967,5,550.0,2750.0,BR-SP,550.0,13029
47475,136198,4,490.0,1960.0,BR-MS,392.0,13030
60010,137235,1,90.0,90.0,BR-PI,18.0,13031
17258,137646,6,420.0,2520.0,BR-MS,504.0,13032
43054,138501,1,320.0,320.0,BR-MT,64.0,13033
8456,942,4,360.0,1440.0,BR-DF,288.0,13034
44424,2454,5,360.0,1800.0,BR-MT,360.0,13035
32890,2485,3,480.0,1440.0,BR-MG,288.0,13036
10795,2667,3,300.0,900.0,BR-PE,180.0,13037
84692,3065,4,499.0,1996.0,BR-RO,3992.0,13038
33976,5298,1,120.0,120.0,BR-SE,24.0,13039
53138,6950,2,690.0,1380.0,BR-RJ,276.0,13040
53731,7090,5,430.0,2150.0,BR-MS,430.0,13041
84743,7342,3,120.0,360.0,BR-MG,72.0,13042
