pedido_id,produto_id,vendedor_id,data_compra,total
73825,86544,0,14/06/2020,50.0
73848,6262,3,14/06/2020,3220.0
73855,38723,5,23/11/2020,160.0
73861,85154,5,14/09/2019,1260.0
73871,8691,3,22/08/2020,180.0
73874,10086,4,14/02/2020,3000.0
73879,3451,3,11/01/2021,1000.0
73888,19432,4,03/01/2021,570.0
73890,13472,1,20/12/2019,1350.0
73891,67445,2,16/05/2020,960.0
73897,22407,4,11/01/2021,200.0
73904,18212,1,23/02/2020,720.0
73914,51314,5,24/10/2019,410.0
73926,51238,3,10/12/2020,820.0
73932,57815,4,06/12/2020,600.0
73934,66539,3,30/01/2019,2394.0
73938,82990,3,18/10/2020,900.0
73940,93262,1,07/09/2019,1350.0
73945,41189,2,28/12/2019,160.0
73951,6381,5,22/09/2019,1172.0
73975,72621,4,29/04/2020,895.0
73981,38723,2,27/09/2020,240.0
73998,42913,3,24/06/2020,10360.0
74001,47682,5,01/06/2020,1720.0
74005,39814,2,04/11/2020,1950.0
74013,84692,5,14/12/2020,1497.0
74018,6769,1,14/06/2020,220.0
74029,58245,1,14/05/2020,240.0
74035,27546,4,01/08/2020,672.0
74037,58472,5,23/05/2020,450.0
74040,72667,4,20/04/2020,556.0
74047,41262,2,05/01/2020,1170.0
74051,3865,1,24/05/2019,6500.0
74052,8673,2,12/11/2020,1470.0
74058,37384,1,20/12/2019,2100.0
74062,42913,5,20/08/2019,15540.0
74071,100481,2,27/01/2021,2050.0
74079,53138,2,22/11/2019,2760.0
74080,29012,2,24/04/2020,1575.0
74084,83795,2,01/08/2019,930.0
74094,44379,3,09/10/2019,660.0
74109,87156,2,18/07/2020,320.0
74113,12609,1,22/08/2020,960.0
74114,8691,1,01/12/2020,360.0
74120,12895,5,22/09/2019,5200.0
74122,61071,5,24/12/2020,2250.0
74142,75706,1,20/08/2019,100.0
74159,6262,5,10/06/2020,1932.0
74169,46573,1,19/04/2019,2100.0
74170,87156,1,21/03/2019,320.0
74172,13814,5,13/07/2020,2750.0
74173,44379,4,14/03/2020,165.0
74175,57696,2,28/11/2020,820.0
74185,47475,5,28/11/2020,2450.0
74195,9809,3,06/12/2020,520.0
74208,7193,3,24/01/2020,640.0
74214,77079,2,19/04/2019,600.0
74216,24159,1,23/07/2020,540.0
74219,15470,1,02/09/2020,1770.0
74223,7193,5,11/01/2021,640.0
74229,13814,4,01/02/2021,1650.0
74230,13814,4,27/10/2020,3300.0
74231,6888,3,18/09/2020,1400.0
74236,50771,5,02/10/2019,1700.0
74238,11736,5,02/05/2019,3700.0
74240,49497,4,14/05/2019,320.0
74243,28699,1,24/01/2020,1260.0
74247,6742,2,29/12/2020,3400.0
74253,100932,2,02/10/2019,11700.0
74258,23575,5,11/01/2021,1260.0
74267,27659,3,09/08/2020,700.0
74268,10795,5,14/05/2019,600.0
74277,35682,5,07/09/2019,250.0
74279,12812,3,05/06/2020,1920.0
74284,89334,2,04/02/2020,700.0
74287,4553,3,02/06/2019,110.0
74294,14074,2,04/02/2020,2250.0
74296,18212,1,11/01/2021,720.0
74298,4553,3,26/11/2019,110.0
74308,86544,2,07/07/2019,50.0
74311,29893,5,24/07/2019,2520.0
74316,51238,2,09/11/2019,410.0
74329,84176,1,15/11/2019,310.0
74339,49026,3,07/09/2020,1440.0
74341,71946,5,11/08/2019,1450.0
74343,25562,3,11/01/2021,640.0
74344,6137,3,14/12/2020,300.0
74348,31835,3,29/12/2020,2394.0
74359,79551,5,09/03/2020,290.0
74367,60010,2,15/09/2020,450.0
74371,13814,2,02/06/2019,2200.0
74377,8707,0,28/11/2020,900.0
74383,2706,1,20/08/2019,590.0
74386,86544,2,23/07/2020,150.0
74397,72621,3,10/09/2020,537.0
74399,53731,1,15/11/2019,1290.0
74400,7871,3,25/06/2019,420.0
74401,8691,4,10/06/2020,180.0
74402,80644,5,26/11/2019,5940.0
74416,42913,1,14/05/2019,5180.0
74417,100983,2,24/07/2019,1400.0
74418,29301,4,09/08/2020,1080.0
74424,64127,2,23/03/2020,590.0
74438,45878,1,16/04/2020,1050.0
74439,49026,4,18/03/2020,480.0
74444,100481,1,15/07/2019,1640.0
74445,22407,4,18/07/2020,200.0
74449,70240,2,02/09/2020,290.0
74450,10795,4,16/10/2019,1500.0
74451,7940,1,11/10/2020,2400.0
74453,45878,2,18/01/2021,1050.0
74477,67445,1,04/02/2020,320.0
74482,77079,3,11/01/2021,200.0
74486,9397,4,18/07/2020,690.0
74487,14074,4,24/11/2020,450.0
74489,61071,1,27/03/2020,2700.0
74491,36306,4,19/12/2020,1170.0
74492,24159,3,14/05/2020,270.0
74514,16634,1,05/07/2020,480.0
74525,67445,2,05/08/2020,1600.0
74533,70673,4,24/06/2020,1050.0
74538,6137,3,01/02/2021,200.0
74539,82990,5,11/08/2019,450.0
74542,17258,3,14/09/2019,2100.0
74544,43699,1,28/03/2020,338.0
74546,18212,5,09/11/2019,480.0
74548,53458,2,14/12/2019,1350.0
74563,40082,2,13/07/2020,945.0
74570,9809,4,18/03/2020,1300.0
74573,13716,4,18/01/2021,1350.0
74578,80644,3,21/03/2019,4950.0
74579,36195,5,28/01/2021,440.0
74590,54794,5,25/06/2019,2100.0
74595,18128,4,14/05/2020,3180.0
74598,29510,4,15/11/2019,360.0
74601,30211,5,29/11/2019,1900.0
74608,25562,5,17/02/2021,320.0
74611,30263,0,17/02/2021,405.0
74613,50478,3,01/02/2021,630.0
74615,58472,3,11/10/2020,450.0
74621,66255,3,29/06/2020,1170.0
74624,79551,3,04/12/2019,290.0
74630,37794,1,17/02/2021,630.0
74633,46573,4,17/08/2020,2100.0
74636,8691,4,08/02/2020,900.0
74646,86302,5,09/03/2020,556.0
74657,55452,1,26/11/2019,2100.0
74663,29893,1,07/03/2019,420.0
74667,10795,4,09/02/2021,300.0
74668,47405,5,19/12/2020,1550.0
74669,48872,1,30/01/2020,240.0
74675,41518,1,18/03/2020,1300.0
74678,66539,2,19/04/2019,399.0
74681,91248,3,16/10/2019,45.0
74696,43888,2,25/06/2019,1140.0
74707,27336,5,14/05/2019,1250.0
74708,40082,4,17/08/2020,1890.0
74710,15470,3,21/03/2019,1180.0
74723,75706,4,04/11/2020,300.0
74724,29510,3,09/08/2020,1800.0
74727,91498,1,18/03/2020,520.0
74732,18212,1,03/05/2020,360.0
74740,6742,2,18/03/2020,4250.0
74743,2706,5,13/08/2020,2360.0
74746,38723,5,08/12/2019,400.0
74752,11736,4,07/03/2019,2220.0
74755,13814,3,26/11/2019,2200.0
74763,70673,1,04/02/2020,420.0
74766,58245,4,10/05/2020,600.0
74768,70240,5,14/06/2020,1450.0
74772,13814,4,19/02/2020,3300.0
74774,74864,1,11/01/2020,520.0
74781,49497,3,23/07/2020,960.0
74782,59784,1,27/10/2020,1950.0
74786,83795,1,05/01/2020,310.0
74805,4307,2,02/05/2019,12350.0
74810,86544,2,01/06/2020,150.0
74812,16634,2,03/12/2020,2400.0
74813,10795,3,17/12/2020,900.0
74827,38723,4,01/02/2021,160.0
74828,54794,4,16/10/2019,1400.0
74853,97039,1,16/10/2019,320.0
74854,4853,1,15/07/2019,300.0
74855,3451,4,13/08/2020,250.0
74870,50330,2,27/09/2020,840.0
74886,18790,4,01/06/2020,2670.0
74904,49497,4,30/08/2019,320.0
74905,23575,3,02/06/2019,1260.0
74915,91248,5,30/08/2019,180.0
74917,79551,2,11/01/2020,1160.0
74919,100932,1,15/09/2020,3900.0
74924,22568,5,15/11/2019,490.0
74926,82257,1,16/05/2020,3200.0
74939,9809,1,01/06/2020,1040.0
74940,82257,1,09/11/2019,1600.0
74941,72667,2,17/08/2020,278.0
74947,13906,2,15/09/2020,2040.0
74948,44379,1,23/03/2020,165.0
74956,48872,5,05/04/2019,360.0
74963,47475,2,11/04/2020,1470.0
74965,48483,3,22/11/2019,1600.0
74971,39368,3,15/07/2019,1674.0
74980,22407,5,20/12/2019,800.0
74985,27546,1,26/11/2019,2016.0
74987,43888,2,18/09/2020,380.0
74992,58472,3,11/01/2021,900.0
74993,2706,3,20/04/2020,2360.0
75003,18212,2,02/02/2021,240.0
75012,29012,2,09/08/2020,3150.0
75016,8707,5,14/05/2019,450.0
75020,38723,1,22/09/2019,320.0
75024,70240,1,23/01/2021,580.0
75028,39814,4,25/06/2019,2340.0
75036,44424,4,28/12/2019,360.0
75048,15875,1,06/04/2020,1470.0
75051,87156,5,15/11/2019,160.0
75063,56571,2,19/04/2019,420.0
75064,64127,5,04/03/2020,590.0
75070,4853,2,15/11/2019,100.0
75076,61356,2,22/11/2019,780.0
75080,50478,2,04/03/2020,630.0
75101,38723,2,22/09/2019,80.0
75106,95805,1,28/03/2020,300.0
75110,30263,2,30/08/2019,540.0
75115,33348,2,28/12/2019,480.0
75116,17258,4,17/12/2020,420.0
75129,70813,3,31/10/2020,120.0
75154,97039,1,16/02/2019,640.0
75159,61356,2,12/11/2020,390.0
75167,73692,4,13/08/2020,450.0
75169,29012,3,14/02/2020,2100.0
75170,47475,1,24/04/2020,1960.0
75178,15470,3,02/05/2019,1770.0
75180,80644,4,15/07/2019,990.0
75183,8707,5,02/05/2019,300.0
75184,5995,3,20/05/2020,1990.0
75187,100481,3,14/06/2020,410.0
75191,51314,5,26/11/2019,1640.0
75193,35129,2,30/01/2019,1600.0
75206,79551,0,18/06/2020,580.0
75207,73692,1,30/01/2020,90.0
75208,27336,3,12/11/2020,750.0
75211,100484,5,02/08/2019,1600.0
75213,61071,1,06/04/2020,1350.0
75218,82990,5,01/11/2019,900.0
75223,48483,3,08/12/2019,2400.0
75224,13705,1,01/08/2020,1080.0
75233,27336,4,30/01/2020,1250.0
75249,66255,3,20/12/2019,1950.0
75251,47682,2,07/09/2020,2150.0
75254,54794,1,14/05/2020,350.0
75258,50771,3,24/05/2019,340.0
75262,32986,3,05/11/2020,945.0
75265,87711,3,10/05/2020,700.0
75267,43699,5,16/04/2020,169.0
75273,81822,3,02/05/2019,1170.0
75276,53731,1,23/03/2020,1290.0
75278,9981,3,11/01/2020,16000.0
75282,55452,5,02/10/2019,1400.0
75284,46573,3,16/04/2020,1050.0
75288,3829,1,02/06/2019,15780.0
75294,12895,3,08/02/2020,5200.0
75295,49497,1,23/03/2020,1920.0
75297,85154,3,18/03/2020,2100.0
75301,28699,2,31/10/2020,840.0
75302,17329,4,04/02/2020,2950.0
75316,29012,5,05/01/2020,1575.0
75322,12751,3,02/02/2021,1600.0
75326,5995,4,09/11/2019,2388.0
75328,58472,3,28/03/2020,300.0
75351,55051,3,18/09/2020,3800.0
75357,70240,5,19/04/2019,1160.0
75372,4853,3,14/12/2020,200.0
75375,72621,1,29/11/2019,716.0
75377,40082,5,24/04/2020,945.0
75385,77558,4,29/06/2020,1580.0
75389,4307,1,14/05/2020,37050.0
75391,31651,4,09/03/2020,1080.0
75392,33349,4,30/08/2019,1080.0
75406,28699,4,29/12/2020,1680.0
75412,57708,2,03/05/2020,4950.0
75416,3865,5,29/04/2020,13000.0
75418,42913,2,20/01/2020,12950.0
75431,21429,5,01/11/2019,1560.0
75437,97039,2,02/05/2019,960.0
75443,39368,5,02/02/2021,1395.0
75444,79551,4,18/07/2020,290.0
75457,44207,4,24/11/2019,580.0
75470,8707,5,09/02/2021,750.0
75475,100481,2,18/11/2020,1640.0
75480,87156,5,19/04/2019,480.0
75488,12812,4,14/02/2020,960.0
75489,84743,4,30/01/2019,120.0
75490,48483,5,09/10/2019,2400.0
75492,87711,4,23/07/2020,840.0
75493,8707,3,17/02/2021,900.0
75497,6699,3,07/07/2019,320.0
75502,89334,4,24/11/2019,1400.0
75504,70240,1,26/11/2019,870.0
75505,70240,1,09/08/2020,1450.0
75506,6381,5,03/12/2020,3516.0
75509,18790,1,04/02/2020,2670.0
75510,9809,3,18/06/2020,1040.0
75517,18751,1,20/01/2020,1980.0
75523,44207,5,14/12/2019,580.0
75525,31651,1,14/06/2020,900.0
75541,46573,3,05/08/2020,1750.0
75560,7729,3,14/12/2020,1800.0
75562,15470,5,20/12/2019,2950.0
75565,84176,2,10/09/2020,1240.0
75566,86544,1,09/03/2020,50.0
75570,13472,4,23/02/2020,900.0
75580,100983,4,20/08/2019,700.0
75585,74864,1,02/04/2020,650.0
75591,16634,4,19/12/2020,1920.0
75595,77558,3,13/08/2020,790.0
75598,55452,5,24/06/2020,2100.0
75604,12751,2,07/09/2020,2400.0
75607,36195,2,01/12/2020,110.0
75610,11736,2,24/12/2020,2220.0
75612,12895,5,25/06/2019,13000.0
75613,3820,1,22/08/2020,834.0
75614,75706,5,01/11/2019,600.0
75618,33976,4,20/08/2019,480.0
75623,6699,4,24/04/2020,1280.0
75652,13716,5,29/11/2019,450.0
75670,47475,1,16/05/2020,1470.0
75680,17329,1,11/08/2019,1180.0
75681,86243,4,16/01/2020,700.0
75688,5292,5,08/02/2020,1152.0
75699,37384,2,21/04/2020,1400.0
75703,35129,4,01/08/2020,320.0
75711,18128,4,28/01/2021,3180.0
75712,18128,5,24/01/2020,4770.0
75718,46573,5,08/02/2020,1050.0
75724,12609,5,16/02/2019,960.0
75725,87156,2,18/10/2020,640.0
75726,8691,2,03/01/2021,180.0
75728,72621,3,05/08/2020,895.0
75734,86544,3,11/01/2021,150.0
75740,47405,2,22/09/2019,620.0
75742,18128,4,18/01/2021,3180.0
75743,20029,1,29/06/2020,882.0
75745,39814,4,31/10/2020,780.0
75747,6888,3,18/07/2020,1750.0
75776,29012,3,04/02/2020,2625.0
75778,50771,5,18/10/2020,340.0
75786,66135,3,14/12/2020,1960.0
75788,47682,5,25/06/2019,2150.0
75795,30263,5,16/02/2019,270.0
75801,45695,1,07/07/2019,1440.0
75805,35682,5,19/02/2020,750.0
75808,29650,3,04/12/2019,480.0
75811,100939,2,05/08/2020,1860.0
75814,86845,2,18/11/2020,440.0
75820,50771,5,10/09/2020,2040.0
75822,87711,5,28/07/2020,840.0
75824,44207,0,05/06/2020,290.0
75827,87156,5,13/07/2020,480.0
75828,12895,2,31/10/2020,2600.0
75835,82257,0,24/06/2020,8000.0
75838,53458,3,06/04/2020,900.0
75841,18128,3,18/09/2020,3975.0
75843,3820,3,09/11/2019,139.0
75845,18751,4,31/10/2020,990.0
75849,27659,5,04/03/2020,840.0
75850,81822,3,02/10/2019,1560.0
75857,29893,1,25/06/2019,2520.0
75860,13472,2,22/08/2020,1800.0
75867,60010,1,24/05/2019,360.0
75880,55452,4,29/06/2020,1050.0
75883,75706,4,05/08/2020,300.0
75889,7729,5,17/08/2020,720.0
75896,6742,4,14/12/2020,850.0
75899,58472,5,10/06/2020,150.0
75903,45878,2,03/12/2020,630.0
75907,72621,1,12/06/2019,1074.0
75915,80644,5,02/10/2019,990.0
75918,7871,5,08/12/2019,420.0
75921,21429,0,01/06/2020,2340.0
75923,65473,2,24/05/2019,630.0
75924,44424,1,24/12/2020,1800.0
75925,20029,2,15/07/2019,1470.0
75926,79551,1,30/01/2019,870.0
75938,44379,5,26/11/2019,660.0
75946,10795,4,27/09/2020,1500.0
75947,17395,2,01/08/2020,4200.0
75957,33348,4,17/08/2020,640.0
75963,86845,2,13/07/2020,110.0
75972,100481,3,24/07/2019,1230.0
75976,36195,4,05/11/2020,550.0
75979,79551,2,03/01/2021,580.0
75990,40508,5,02/10/2019,1470.0
76001,86544,2,14/09/2019,150.0
76002,17258,5,28/11/2020,2100.0
76003,44424,4,16/02/2019,360.0
76018,59337,5,13/08/2020,1170.0
76029,12812,1,18/09/2020,1600.0
76036,84743,4,14/05/2019,720.0
76038,17990,2,02/05/2019,22800.0
76044,49497,2,16/10/2019,1280.0
76047,82990,5,02/06/2019,2700.0
76058,57696,3,24/06/2020,410.0
76060,51238,3,02/08/2019,410.0
76080,25562,1,08/02/2020,1600.0
76082,36306,3,05/04/2019,2340.0
76086,35682,3,10/12/2020,1250.0
76098,66255,2,16/05/2020,1170.0
76117,98964,3,24/11/2020,840.0
76118,100481,3,02/09/2020,1640.0
76119,17329,2,05/11/2020,3540.0
76122,49026,4,02/02/2021,1200.0
76126,70240,4,23/03/2020,290.0
76135,50330,5,24/07/2019,210.0
76142,41518,3,01/12/2020,1040.0
76143,10086,4,13/07/2020,3750.0
76146,8707,5,18/09/2020,150.0
76157,19432,2,23/03/2020,1140.0
76158,23575,5,23/05/2020,840.0
76162,65473,5,02/05/2019,630.0
76169,98640,1,14/12/2020,990.0
76173,58245,5,08/12/2019,360.0
76178,87711,2,03/10/2020,560.0
76181,40082,2,03/10/2020,1890.0
76187,62594,5,14/05/2020,600.0
76193,6137,3,08/02/2020,600.0
76208,70813,4,02/10/2019,480.0
76218,6137,3,20/08/2019,200.0
76227,8707,1,04/03/2020,750.0
76228,20029,1,29/12/2019,294.0
76229,84176,3,23/02/2020,1240.0
76239,83866,2,02/08/2019,4950.0
76245,17395,0,01/06/2020,8400.0
76248,18128,2,16/01/2020,2385.0
76249,73038,1,29/04/2020,90.0
76251,58472,5,07/03/2019,900.0
76253,36195,5,02/08/2019,550.0
76255,66255,2,01/12/2020,780.0
76263,5995,5,14/12/2019,1194.0
76267,12895,5,14/09/2019,5200.0
76268,13906,2,14/12/2020,1360.0
76275,4553,4,09/08/2020,550.0
76278,17329,2,29/12/2019,2360.0
76279,57696,4,07/07/2019,2460.0
76284,59337,4,11/01/2020,780.0
76289,10086,5,23/07/2020,2250.0
76300,66539,3,12/11/2020,2394.0
76303,5567,1,06/04/2020,420.0
76305,42913,4,27/09/2020,10360.0
76306,100961,5,20/08/2019,1920.0
76310,33349,4,02/10/2019,1080.0
76316,50478,2,16/10/2019,945.0
76319,77558,4,09/08/2020,4740.0
76321,4307,2,03/10/2020,18525.0
76323,49026,1,18/01/2021,1440.0
76325,32890,4,14/05/2019,480.0
76328,6262,3,01/08/2020,1932.0
76343,53458,5,19/02/2020,1800.0
76344,38723,1,02/04/2020,400.0
76345,49026,1,08/12/2019,720.0
76347,17258,0,01/06/2020,840.0
76352,31651,1,16/02/2019,360.0
76353,39368,5,18/07/2020,837.0
76355,83795,4,05/07/2020,1550.0
76359,97039,2,11/01/2020,960.0
76365,4553,2,07/09/2020,220.0
76366,8707,5,09/08/2020,450.0
76372,6742,5,25/06/2019,850.0
76374,57696,4,22/08/2020,1230.0
76375,5292,3,11/10/2020,2880.0
76388,83009,5,28/09/2020,560.0
76400,53731,5,22/11/2019,1290.0
76410,73038,1,15/11/2019,90.0
76413,48872,2,23/05/2020,240.0
76414,82257,1,14/12/2019,6400.0
76436,36195,3,28/02/2020,550.0
76437,33348,2,04/03/2020,640.0
76461,4307,3,02/02/2021,37050.0
76462,33348,3,28/01/2021,480.0
76467,75706,2,12/11/2020,500.0
76469,21429,5,06/12/2020,1560.0
76471,14074,4,21/03/2019,900.0
76476,49026,3,24/05/2019,720.0
76477,7871,3,03/01/2021,2100.0
76481,32126,1,18/06/2020,630.0
76494,59337,3,21/04/2020,1170.0
76501,62594,1,07/07/2019,1800.0
76503,30211,4,14/03/2020,380.0
76505,2706,1,02/04/2020,590.0
76511,91498,3,07/03/2019,390.0
76513,41518,5,24/10/2019,260.0
76526,89334,3,13/08/2020,1400.0
76533,44379,5,05/11/2020,495.0
76540,87156,3,05/01/2020,960.0
76558,29510,2,15/11/2019,1440.0
76559,20029,5,02/08/2019,1764.0
76560,29012,5,03/05/2020,2100.0
76569,7729,5,20/01/2020,720.0
76572,66539,1,02/04/2020,399.0
76573,40508,5,18/01/2021,1470.0
76576,83792,2,03/10/2020,2340.0
76587,13716,2,07/03/2019,1800.0
76588,100932,1,28/11/2020,11700.0
76589,9981,2,26/11/2019,24000.0
76594,58245,4,03/06/2019,600.0
76609,83866,1,20/12/2019,5940.0
76621,4835,2,11/08/2019,2240.0
76626,6137,5,08/12/2019,300.0
76627,89334,3,11/01/2021,1050.0
76628,40082,5,12/06/2019,1890.0
76631,47682,2,16/05/2020,860.0
76632,30211,5,01/06/2020,1900.0
76633,45695,5,04/03/2020,240.0
76639,84176,5,24/10/2019,1860.0
76640,57708,5,24/11/2020,1980.0
76642,37794,3,30/01/2019,210.0
76644,51238,4,26/11/2019,2050.0
76647,5567,4,27/10/2020,1050.0
76651,95805,3,15/07/2019,400.0
76654,7729,1,18/03/2020,720.0
76659,80644,1,16/01/2020,3960.0
76664,33348,3,04/12/2019,480.0
76680,88368,4,18/06/2020,500.0
76685,47682,4,31/10/2020,860.0
76688,3865,5,18/01/2021,32500.0
76691,56380,4,30/01/2019,358.0
76693,3829,3,07/09/2019,10520.0
76704,67445,2,09/02/2021,1920.0
76709,59784,1,11/10/2020,1950.0
76718,13906,2,01/08/2020,1700.0
76730,75706,3,16/01/2020,500.0
76732,74864,4,19/02/2020,650.0
76733,5292,2,20/12/2020,576.0
76744,87711,2,20/12/2019,560.0
76760,57696,5,18/03/2020,1640.0
76763,43699,4,24/05/2019,676.0
76769,17258,4,08/02/2020,2100.0
76773,80644,3,24/05/2019,2970.0
76774,66539,1,29/06/2020,798.0
76778,35129,3,14/03/2020,640.0
76780,6769,5,18/07/2020,220.0
76785,40082,4,24/10/2019,315.0
76792,77079,5,01/11/2019,600.0
76793,71190,1,24/11/2020,2160.0
76795,61071,2,24/06/2020,1800.0
76805,53458,3,24/05/2019,1350.0
76806,44207,4,10/06/2020,1160.0
76810,47405,4,12/11/2020,1860.0
76815,7729,2,07/03/2019,2160.0
76817,60010,4,02/02/2021,180.0
76824,89334,2,02/05/2019,2100.0
76830,17258,1,07/09/2019,1680.0
76832,93262,3,31/01/2019,900.0
76835,41262,3,17/12/2020,780.0
76843,54794,3,24/12/2020,1750.0
76854,32126,4,25/06/2020,210.0
76858,47405,3,05/07/2020,1860.0
76879,30263,5,21/08/2019,675.0
76893,9397,1,15/11/2019,690.0
76898,33976,4,24/10/2019,240.0
76900,47475,1,02/08/2019,1470.0
76924,47475,5,29/11/2019,1470.0
76925,51238,5,01/12/2020,1230.0
76926,41518,3,14/08/2020,260.0
76929,55051,3,05/11/2020,3800.0
76934,54794,5,09/02/2021,1400.0
76944,12812,1,14/08/2020,320.0
76950,8691,2,07/05/2020,540.0
76959,41262,1,10/12/2020,2340.0
76962,3451,3,18/01/2021,250.0
76963,98964,3,04/12/2019,280.0
76964,5995,4,23/07/2020,796.0
76973,95805,3,07/07/2019,600.0
76979,18212,1,10/12/2020,600.0
76991,40508,2,01/08/2020,735.0
76997,53458,2,29/06/2020,2700.0
77000,49497,0,18/06/2020,1600.0
77004,48483,4,24/12/2020,2000.0
77020,27336,1,14/12/2019,1500.0
77028,36195,3,14/05/2019,110.0
77036,21516,3,18/10/2020,1600.0
77039,74864,5,10/09/2020,650.0
77048,43699,4,18/01/2021,507.0
77055,17329,3,11/08/2019,2360.0
77059,32890,4,07/07/2019,960.0
77061,31651,1,07/09/2020,900.0
77063,6742,5,04/12/2019,850.0
77066,100983,1,30/01/2020,1050.0
77068,49497,4,02/08/2020,1600.0
77069,58245,3,06/04/2020,600.0
77075,53941,3,14/12/2020,1400.0
77077,91498,1,27/10/2020,650.0
77081,50771,4,23/02/2020,340.0
77085,25562,3,30/01/2020,960.0
77086,4835,3,31/01/2019,2800.0
77088,87156,5,09/11/2019,640.0
77090,77079,2,02/08/2020,200.0
77096,45979,5,24/11/2020,1120.0
77104,27659,2,07/07/2019,140.0
77105,23575,1,20/01/2020,630.0
77121,29893,5,06/12/2020,420.0
77133,61356,2,14/12/2019,1170.0
77135,87711,5,09/03/2020,420.0
77139,20029,1,02/02/2021,1764.0
77161,19432,2,16/02/2019,760.0
77162,8456,3,05/04/2019,1440.0
77164,8673,1,05/11/2020,980.0
77170,31651,4,09/02/2021,900.0
77171,56350,3,24/12/2020,735.0
77175,13814,3,03/01/2021,2200.0
77179,41262,4,10/09/2020,1170.0
77185,56350,2,10/09/2020,490.0
77188,7729,3,20/12/2020,1080.0
77189,51238,3,23/01/2021,2050.0
77195,73692,4,03/06/2019,180.0
77203,18751,5,29/11/2020,2970.0
77207,21429,3,05/08/2020,1950.0
77215,23575,2,15/07/2019,420.0
77231,48872,5,08/12/2019,360.0
77234,50771,5,28/02/2020,1360.0
77238,56571,1,29/04/2020,2520.0
77251,3451,3,12/11/2020,1000.0
77256,41189,2,01/11/2019,160.0
77259,7940,3,04/03/2020,6000.0
77267,53458,2,15/09/2020,2250.0
77271,29012,5,22/09/2019,1575.0
77273,17990,4,05/08/2020,19000.0
77275,100481,1,14/05/2020,1640.0
77276,31651,3,19/04/2019,360.0
77293,24159,5,02/05/2019,1080.0
77299,56571,3,31/10/2020,2520.0
77300,77558,4,24/11/2020,1580.0
77301,9397,5,21/03/2019,690.0
77304,58245,3,16/04/2020,240.0
77334,22407,2,19/02/2020,600.0
77336,65473,2,09/12/2019,420.0
77346,17258,3,25/04/2020,2520.0
77349,70673,3,05/01/2020,210.0
77353,36306,5,28/09/2020,1560.0
77357,72667,2,28/01/2021,139.0
77374,49497,3,25/06/2019,1280.0
77383,32890,2,24/11/2019,1440.0
77389,60010,3,06/04/2020,360.0
77397,71946,1,30/01/2020,1740.0
77408,72667,2,04/03/2020,834.0
77412,8707,1,11/10/2020,150.0
77413,53941,4,05/06/2020,1400.0
77416,33976,1,24/12/2020,600.0
77426,22407,2,14/12/2020,600.0
77427,21429,2,03/01/2021,390.0
77440,66135,2,13/07/2020,980.0
77442,3829,5,24/11/2019,2630.0
77444,6742,3,29/12/2019,2550.0
77460,100481,5,25/06/2019,820.0
77461,100481,5,14/02/2020,820.0
77472,75557,3,02/02/2021,540.0
77485,49497,4,16/01/2020,640.0
77495,24159,1,16/05/2020,540.0
77500,97039,1,28/09/2020,640.0
77503,27659,3,02/02/2021,140.0
77517,98640,2,07/05/2020,3960.0
77521,27336,2,02/02/2021,500.0
77528,18790,5,10/06/2020,1780.0
77532,5567,1,03/05/2020,1050.0
77535,31835,1,15/11/2019,1596.0
77540,6381,1,11/04/2020,2930.0
77550,24159,2,22/09/2019,1620.0
77556,86302,4,29/06/2020,556.0
77558,39814,1,04/03/2020,1560.0
77560,38723,3,25/06/2019,320.0
77561,66135,1,16/04/2020,1960.0
77564,81822,1,21/03/2019,780.0
77572,48483,3,01/12/2020,2400.0
77573,75557,5,26/11/2019,360.0
77579,41262,4,24/11/2019,1170.0
77581,9981,1,10/06/2020,24000.0
77587,5995,2,23/02/2020,796.0
77594,47475,5,11/10/2020,1470.0
77595,100932,5,18/06/2020,19500.0
77601,100484,3,24/07/2019,1280.0
77605,75557,2,23/10/2020,270.0
77614,100961,4,18/10/2020,2400.0
77616,13906,1,30/08/2019,2040.0
77617,8673,2,18/01/2021,1470.0
77621,12812,5,26/11/2019,960.0
77626,43699,3,23/01/2021,676.0
77658,57708,1,07/03/2019,990.0
77660,13814,5,05/01/2020,1650.0
77674,5412,1,07/05/2020,3152.0
77676,12895,0,01/06/2020,5200.0
77691,89334,2,22/08/2020,2100.0
77693,100481,3,07/03/2019,2050.0
77694,80644,2,24/11/2019,4950.0
77704,6769,5,12/06/2019,660.0
77709,58472,4,05/01/2020,150.0
77716,56380,3,14/06/2020,895.0
77718,82257,2,11/01/2021,3200.0
77724,19432,4,09/02/2021,380.0
77725,18128,3,29/11/2019,4770.0
77731,89100,5,19/04/2019,4200.0
77737,64127,5,02/05/2019,1180.0
77743,7940,2,23/02/2020,2400.0
77748,44424,4,21/03/2019,1080.0
77754,38723,4,09/02/2021,80.0
77767,3865,4,11/01/2021,13000.0
77769,68110,4,03/05/2020,2370.0
77775,95805,2,20/05/2020,100.0
77778,86845,5,14/06/2020,110.0
77781,84743,1,07/05/2020,720.0
77785,58245,3,07/05/2020,480.0
77787,33348,1,03/01/2021,480.0
77794,70673,1,15/09/2020,420.0
77800,49497,4,14/08/2020,1920.0
77802,2706,1,18/06/2020,590.0
77804,47405,4,22/11/2019,1240.0
77806,55452,5,15/12/2020,1050.0
77807,12812,5,22/09/2019,1920.0
